Date,Returns,Drawdown
2024-12-09,0.8145,-0.05
2024-12-09,0.8151,-0.04
2024-12-09,0.8157,-0.04
2024-12-10,0.8154,-0.04
2024-12-10,0.8152,-0.04
2024-12-10,0.815,-0.04
2024-12-10,0.815,-0.04
2024-12-10,0.8151,-0.04
2024-12-10,0.8154,-0.04
2024-12-10,0.8157,-0.04
2024-12-10,0.8157,-0.04
2024-12-10,0.8158,-0.04
2024-12-10,0.8158,-0.04
2024-12-10,0.8158,-0.04
2024-12-10,0.8157,-0.04
2024-12-10,0.8156,-0.04
2024-12-10,0.8154,-0.04
2024-12-10,0.8152,-0.04
2024-12-10,0.8157,-0.04
2024-12-10,0.8162,-0.04
2024-12-10,0.816,-0.04
2024-12-11,0.8157,-0.04
2024-12-11,0.8155,-0.04
2024-12-11,0.8153,-0.04
2024-12-11,0.8151,-0.04
2024-12-11,0.815,-0.04
2024-12-11,0.815,-0.04
2024-12-11,0.815,-0.04
2024-12-11,0.8149,-0.04
2024-12-11,0.8147,-0.04
2024-12-11,0.8145,-0.05
2024-12-11,0.8142,-0.05
2024-12-11,0.814,-0.05
2024-12-11,0.8137,-0.05
2024-12-11,0.8134,-0.05
2024-12-11,0.8133,-0.05
2024-12-11,0.8132,-0.05
2024-12-11,0.813,-0.05
2024-12-11,0.8128,-0.05
2024-12-13,0.8131,-0.05
2024-12-13,0.8134,-0.05
2024-12-17,0.8137,-0.05
2024-12-18,0.814,-0.05
2024-12-18,0.8143,-0.05
2024-12-18,0.8141,-0.05
2024-12-18,0.8139,-0.05
2024-12-18,0.8136,-0.05
2024-12-18,0.8134,-0.05
2024-12-18,0.8132,-0.05
